"RELEVE_NR","Country","Altitude (m)","DEG_LON","DEG_LAT","GESELLSCH","dataset","Ecoreg","Dunes_Bohn","Coast_EEA"
1148,"Germany",1,8.26,52.44,"Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1149,"Germany",1,8.3,52.36,"Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1150,"Germany",1,8.05,52.28,"Ranunculetum fluitantis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1151,"Germany",1,8.31,52.48,"Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1152,"Germany",1,9.11,51.9,"Ranunculetum fluitantis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1153,"Germany",1,9.11,51.9,"Ranunculetum fluitantis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1154,"Germany",1,9.45,51.63,"Ranunculetum fluitantis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1155,"Germany",1,8.36,52.53,"Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1156,"Germany",1,7.85,52.79,"Potamogeton lucens-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1157,"Germany",1,7.85,52.79,"Potamogeton lucens-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1158,"Germany",1,9.77,52.11,"Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1159,"Germany",1,10.25,52.68,"Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1160,"Germany",1,10.25,52.68,"Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1161,"Germany",1,9.84,52.97,"Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1162,"Germany",1,10.09,52.98,"Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1163,"Germany",1,8.28,52.44,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1164,"Germany",1,8.3,52.46,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1165,"Germany",1,8.4,52.65,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1166,"Germany",1,8.4,52.65,"Sagittaria-Gesellschaft, Randvegetation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1167,"Germany",1,8.39,52.62,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1168,"Germany",1,10.33,52.54,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1169,"Germany",1,8.28,52.46,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1170,"Germany",1,8.28,52.43,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1171,"Germany",1,8.28,52.44,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1172,"Germany",1,10.09,52.63,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1173,"Germany",1,8.48,52.67,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1174,"Germany",1,8.33,52.54,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1175,"Germany",1,8.33,52.54,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1176,"Germany",1,8.35,52.59,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1177,"Germany",1,8.31,52.5,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1178,"Germany",1,8.3,52.41,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1179,"Germany",1,8.48,52.67,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1180,"Germany",1,8.4,52.58,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1181,"Germany",1,8.37,52.63,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1182,"Germany",1,8.37,52.63,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1183,"Germany",1,8.56,52.59,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1184,"Germany",1,8.37,52.64,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1185,"Germany",1,8.37,52.63,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1186,"Germany",1,8.44,52.66,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1187,"Germany",1,8.52,52.68,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1188,"Germany",1,8.37,52.55,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1189,"Germany",1,8.37,52.55,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1190,"Germany",1,10.38,52.52,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1191,"Germany",1,10.41,52.51,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1192,"Germany",1,10.51,52.47,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1193,"Germany",1,10.55,52.49,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1194,"Germany",1,10.58,52.46,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1195,"Germany",1,8.36,52.61,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1196,"Germany",1,10.19,52.58,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1197,"Germany",1,10.19,52.58,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1198,"Germany",1,10.73,52.46,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1199,"Germany",1,8.36,52.61,"Nupharetum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1200,"Germany",1,8.27,52.45,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1201,"Germany",1,8.35,52.58,"Nupharetum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1202,"Germany",1,8.28,52.46,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1203,"Germany",1,8.29,52.47,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1204,"Germany",1,8.29,52.46,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1205,"Germany",1,8.63,53.35,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1206,"Germany",1,9.17,52.5,"Sagittaria-Sparganium simplex-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1207,"Germany",1,8.3,52.36,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1208,"Germany",1,8.27,52.44,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1209,"Germany",1,8.27,52.48,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1210,"Germany",1,10.67,52.81,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1211,"Germany",1,8.25,52.48,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1212,"Germany",1,8.31,52.41,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1213,"Germany",1,9.25,51.98,"Ranunculetum fluitantis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1214,"Germany",1,8.37,52.62,"Nupharetum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1215,"Germany",1,10.66,52.11,"Sagittaria-Gesellschaft","Germany Vegetweb 2",654,"N_Dunes","N_COAST"
1216,"Germany",1,8.49,52.68,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1217,"Germany",1,7.47,52.66,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1218,"Germany",1,8.3,52.37,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1219,"Germany",1,8.28,52.43,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1220,"Germany",1,7.35,53.08,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1221,"Germany",1,8.24,52.43,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1222,"Germany",1,10.38,52.52,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1223,"Germany",1,8.61,52.62,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1224,"Germany",1,8.27,52.45,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1225,"Germany",1,8.28,52.47,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1226,"Germany",1,9.99,52.69,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1227,"Germany",1,10.09,52.79,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1228,"Germany",1,10.04,52.52,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1229,"Germany",1,9.42,52.43,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1230,"Germany",1,8.27,52.4,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1231,"Germany",1,10.12,52.87,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1232,"Germany",1,8.61,53.66,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","ATL_COAST"
1233,"Germany",1,11.12,52.93,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1234,"Germany",1,8.29,52.43,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1235,"Germany",1,8.3,52.47,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1236,"Germany",1,10.7,52.83,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1237,"Germany",1,8.38,52.63,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1238,"Germany",1,10.09,52.62,"Sagittaria-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1239,"Germany",1,7.94,52.93,"Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1240,"Germany",1,9.69,54.5,"Ranunculetum fluitantis","Germany Vegetweb 2",647,"N_Dunes","BAL_COAST"
1241,"Germany",1,9.66,54.55,"Ranunculetum fluitantis","Germany Vegetweb 2",647,"N_Dunes","BAL_COAST"
1242,"Germany",1,9.68,54.56,"Ranunculetum fluitantis","Germany Vegetweb 2",647,"N_Dunes","BAL_COAST"
1243,"Germany",1,9.38,54.53,"Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1244,"Germany",1,9.32,54.52,"Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1245,"Germany",1,7.26,52.67,"Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1246,"Germany",1,8.02,52.48,"Potameto perfoliati-Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1247,"Germany",1,7.98,52.32,"Potameto perfoliati-Ranunculetum fluitantis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1248,"Germany",1,11.44,53.04,"Potameto perfoliati-Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1249,"Germany",1,8.62,52.48,"Potameto perfoliati-Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1250,"Germany",1,8.02,52.48,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1251,"Germany",2.8,8.91,53.13,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1252,"Germany",1,9.14,51.89,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1253,"Germany",1,9.34,52,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1254,"Germany",1,8.84,52.63,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1255,"Germany",1,10.46,52.49,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1256,"Germany",1,9.75,54.57,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","BAL_COAST"
1258,"Germany",1,9.65,52.62,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1260,"Germany",1,8.22,53.51,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","ATL_COAST"
1261,"Germany",1,9.57,51.52,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1262,"Germany",1,9.66,52.7,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1263,"Germany",1,10.63,53.01,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1264,"Germany",1,7.62,52.96,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1265,"Germany",1,9.94,52.67,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1266,"Germany",1,10.03,52.73,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1267,"Germany",1,9.69,52.87,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1268,"Germany",1,9.69,52.87,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1269,"Germany",1,9.69,52.87,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1270,"Germany",1,8.05,52.28,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1271,"Germany",1,6.5,49.75,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1272,"Germany",1,8.04,52.45,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1273,"Germany",1,10.6,53.06,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1274,"Germany",1,10.6,53.06,"Rhricht am Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1275,"Germany",1,10.6,53.06,"Gehze am Rand des Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1276,"Germany",1,10.6,53.06,"Dnenvegetation am Rand des Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1277,"Germany",1,10.6,53.06,"Gehze am Rand des Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1278,"Germany",1,8.54,52.6,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1279,"Germany",1,9.06,52.51,"Ranunculetum fluitantis, Fragmente","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1280,"Germany",1,9.06,52.51,"Rhricht am Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1281,"Germany",1,9.47,52.66,"Rhricht am Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1282,"Germany",1,9.17,52.54,"Ranunculetum fluitantis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1283,"Germany",1,12.02,48.71,"Ranunculetum fluitantis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1284,"Germany",1,9.94,52.67,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1285,"Germany",1,10.11,52.88,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1286,"Germany",1,10.13,52.93,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1287,"Germany",1,10.09,52.84,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1288,"Germany",1,8.29,52.4,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1289,"Germany",1,8.38,52.38,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1290,"Germany",1,8.25,52.38,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1291,"Germany",1,8.27,52.4,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1292,"Germany",1,10.02,52.7,"Callitricho-Myriophylletum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1293,"Germany",1,10.16,52.94,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1294,"Germany",1,10.13,52.92,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1295,"Germany",1,10.26,52.65,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1296,"Germany",1,10.11,52.62,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1297,"Germany",1,10.11,52.62,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1298,"Germany",1,9.88,51.53,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1299,"Germany",1,9.88,51.53,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1300,"Germany",1,9.53,51.68,"Callitricho-Ranunculetum","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1301,"Germany",1,10.02,52.69,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1302,"Germany",1,10.27,52.64,"Callitriche hamulata- Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1303,"Germany",1,10.25,52.66,"Callitricho-Ranunculetum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1304,"Germany",1,10.61,52.81,"Callitricho-Ranunculetum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1305,"Germany",1,10.61,52.81,"Callitrichetum hamulatae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1306,"Germany",1,9.95,52.8,"Callitricho-Ranunculetum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1307,"Germany",1,10.13,52.93,"Callitricho-Ranunculetum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1308,"Germany",1,10.13,52.62,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1309,"Germany",1,9.25,51.98,"Callitricho-Ranunculetum","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1310,"Germany",1,10.58,52.81,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1311,"Germany",1,9.88,51.53,"Callitrichetum hamulatae","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1312,"Germany",1,9.88,51.53,"Callitrichetum hamulatae","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1313,"Germany",1,10.35,52.71,"Callitricho-Ranunculetum, Callitricho-Myriophylletum, Callitrichetum hamulatae","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1314,"Germany",1,10,52.68,"Callitricho-Myriophylletum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1315,"Germany",1,10.35,52.7,"Callitricho-Myriophylletum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1317,"Germany",1,8.92,53.13,"Callitricho-Ranunculetum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1318,"Germany",1,8.89,53.09,"Callitricho-Ranunculetum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1319,"Germany",1,9.53,51.67,"Callitricho-Ranunculetum","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1320,"Germany",1,9.95,52.8,"Callitricho-Ranunculetum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1321,"Germany",1,10.13,52.9,"Callitricho-Ranunculetum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1322,"Germany",1,8.3,52.38,"Callitricho-Ranunculetum, Callitricho-Myriophylletum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1323,"Germany",1,9.53,51.67,"Callitricho-Ranunculetum","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
1324,"Germany",1,10.02,52.69,"Callitricho-Ranunculetum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1325,"Germany",1,10.54,52.81,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1326,"Germany",1,10.02,52.69,"Callitricho-Ranunculetum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1327,"Germany",1,8.29,52.97,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1328,"Germany",1,8.29,52.97,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1329,"Germany",1,7.32,52.52,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1330,"Germany",1,7.32,52.52,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1331,"Germany",1,9.92,52.96,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1332,"Germany",1,9.77,52.66,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1333,"Germany",1,9.65,52.72,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1334,"Germany",1,9.81,52.88,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1335,"Germany",1,9.91,53,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1336,"Germany",1,7.32,52.52,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1337,"Germany",1,8.7,53.86,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1338,"Germany",1,9.77,54.62,"Utricularietum minoris","Germany Vegetweb 2",647,"N_Dunes","BAL_COAST"
1339,"Germany",1,9.3,52.44,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1340,"Germany",1,7.35,52.77,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1341,"Germany",1,8.29,52.97,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1342,"Germany",1,9.63,54.69,"Utricularietum minoris","Germany Vegetweb 2",647,"N_Dunes","BAL_COAST"
1343,"Germany",1,7.32,52.52,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1344,"Germany",1,8.29,52.97,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1345,"Germany",1,9.3,52.44,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1346,"Germany",1,11.43,53.04,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1347,"Germany",1,11.41,53.04,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1348,"Germany",1,11.41,53.04,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1349,"Germany",1,10.1,52.74,"Utricularion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1350,"Germany",1,10.1,52.74,"Utricularion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1351,"Germany",1,10.1,52.74,"Utricularion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1352,"Germany",1,7.32,52.52,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1353,"Germany",1,7.32,52.52,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1354,"Germany",1,7.32,52.52,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1355,"Germany",1,7.32,52.52,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1356,"Germany",1,9.03,53.7,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1357,"Germany",1,9.03,53.7,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1358,"Germany",1,9.03,53.7,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1359,"Germany",1,9.03,53.7,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1360,"Germany",1,9.03,53.7,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1361,"Germany",1,9.03,53.7,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1362,"Germany",1,9.03,53.7,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1363,"Germany",1,9.03,53.7,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1364,"Germany",1,9.03,53.7,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
1365,"Germany",1,9.03,53.7,"Utricularietum minoris","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
